,start,stop,mid,M 1,M 2,M 3,M 4,M 5,M 6,M 7,M 8,M 9,M 10,M 11,M 12,M 13,
1407,3515001,3525001,3520001,-0.184379963,-0.373571237,0.962041935,1.710289688,-0.333568718,-0.023580079,0.256086639,-1.547914221,-1.264330422,0.323722328,-1.476082993,-0.992124513,NA,
1408,3517501,3527501,3522501,-0.207821709,-0.3820308,0.775871458,1.761969674,-0.297909106,-0.09099083,0.242863285,-1.535540061,-1.273122416,0.113988673,-1.542648964,-1.132157388,NA,
1409,3520001,3530001,3525001,0.009896272,-0.088327121,0.358733807,1.685818691,-0.335239683,-0.113374863,0.217203744,-1.537380881,-1.225659267,0.200988997,-1.430809281,-1.196063514,NA,
1410,3522501,3532501,3527501,0.191439256,0.300460396,-0.256149061,1.689446887,-0.366124059,-0.266495799,0.118591374,-1.451466257,-1.296904506,0.182909994,-0.194946816,-1.273167183,NA,
1411,3525001,3535001,3530001,0.022895545,0.395654471,0.022349588,1.576629045,-0.427162512,-0.241030414,0.162209474,-1.465955041,-1.407738176,0.182767669,0.244768021,-1.423710508,NA,
1412,3527501,3537501,3532501,-0.011016002,0.17903856,0.139486974,1.791030969,-0.438995516,-0.254058212,0.106418907,-1.482294651,-1.331885286,-0.019165937,0.488279351,-1.283830943,NA,
1413,3530001,3540001,3535001,-0.276006187,0.039244404,0.307176892,1.808590396,-0.318539423,-0.278509622,0.002060701,-1.388439988,-1.358530215,-0.134445822,1.001787753,-1.274123967,NA,
1414,3532501,3542501,3537501,-0.464676363,-0.053528166,0.318849333,1.709837232,-0.232604352,-0.278368676,-0.128619654,-1.142536842,-1.120025108,-0.347906523,0.773892451,-1.228380867,NA,
1415,3535001,3545001,3540001,-0.310537936,-0.333108544,0.203912573,1.963796598,-0.176360038,-0.444216371,-0.024592606,-1.150144838,-1.113072823,-0.392018671,0.171936462,-1.208952088,NA,
1416,3537501,3547501,3542501,-0.33131107,-0.158170397,0.158951158,1.820247099,-0.054632913,-0.402898715,-0.061131084,-1.03086989,-1.148587656,-0.162804136,0.398640366,-1.350915296,NA,
1417,3540001,3550001,3545001,-0.108610956,-0.020954424,0.184462318,1.879535197,-0.073271112,-0.143468395,0.017741958,-1.17881823,-1.226833685,0.074847469,-0.571287462,-1.348301629,NA,
1418,3542501,3552501,3547501,-0.142706153,-0.489656033,0.814933726,1.805785398,0.010841322,0.022149295,0.299793326,-1.539358354,-1.448948249,0.358372566,-1.086136903,-1.292075446,NA,
1419,3545001,3555001,3550001,-0.367491087,-0.308771714,0.145392974,1.411936894,-0.170126998,0.173542219,0.185177568,-1.526616708,-1.276097095,0.39287059,-1.545291101,-1.302818806,NA,
1420,3547501,3557501,3552501,-0.402534954,-0.493965613,0.012955375,1.383577419,-0.294480898,0.146747615,0.22527852,-1.615745159,-1.327753496,0.419314488,-1.397388363,-1.312208374,NA,
1421,3550001,3560001,3555001,0.123816541,-0.447047741,-0.146200367,1.314361438,-0.33197702,0.068947297,0.24247179,-1.634353193,-1.231892888,0.471739279,-1.344920918,-1.247036773,NA,
1422,3552501,3562501,3557501,0.26164772,-0.485533497,-0.361013615,1.559560044,-0.45916576,-0.057757036,0.11384265,-1.476449734,-1.220198674,0.400271002,-1.282119916,-1.181027507,NA,
1423,3555001,3565001,3560001,0.18828733,-0.534319404,-0.328622449,1.624201475,-0.463980761,-0.232071315,0.270018537,-1.419711969,-1.298699074,0.304178276,-1.145636647,-1.145455927,NA,
1424,3557501,3567501,3562501,0.44357554,-0.175197778,-0.170837605,1.734638203,-0.355400915,-0.34344847,0.200418536,-1.34578811,-1.209405272,0.112261468,-1.106161837,-1.143911916,NA,
1425,3560001,3570001,3565001,-0.446372294,-0.327869851,0.466624544,1.924948689,-0.456438498,-0.478676241,0.218920395,-1.270149233,-1.255911554,-0.179026611,-0.894689169,-1.086756799,NA,
1426,3562501,3572501,3567501,-0.491512472,-0.137119618,0.758757536,1.962397954,-0.352545073,-0.382920956,0.273541472,-1.512810456,-1.314251936,-0.165017013,-1.212762985,-1.268629221,NA,
1427,3565001,3575001,3570001,-0.654458862,0.352248022,0.092737442,2.051397285,-0.239468471,-0.173985102,0.021569333,-1.319750598,-1.360853975,0.003344907,-0.94504866,-1.200462636,NA,
1428,3567501,3577501,3572501,-0.142706153,0.129273063,-0.277454979,2.137796772,-0.399831166,0.087372886,0.256086639,-1.515081559,-1.394329278,0.15918127,-1.362664803,-1.37417733,NA,
1429,3570001,3580001,3575001,0.32169902,0.265749978,-0.472795267,2.033209436,-0.104863948,0.300678264,0.21434806,-1.548439195,-1.268384055,0.172182431,-1.360017539,-1.366319423,NA,
1430,3572501,3582501,3577501,0.352512054,0.179471873,-0.368856359,1.961034702,-0.182369317,0.249016816,0.093283012,-1.529843839,-1.122789195,0.268381738,-1.28807439,-1.360379133,NA,
1431,3575001,3585001,3580001,0.714886712,0.116498763,-0.357593159,2.001003309,-0.23213568,0.071766481,0.169662241,-1.688690418,-1.133531485,0.26938846,-1.074539867,-1.352323305,NA,
1432,3577501,3587501,3582501,0.400672038,0.093666847,-0.169574066,1.859709438,-0.200804036,-0.093264674,0.096292252,-1.489470955,-1.005788997,0.15412837,-0.613209302,-1.275078259,NA,
1433,3580001,3590001,3585001,0.015776718,0.070383079,-0.294944972,1.868443834,-0.616366327,-0.511929464,-0.025446428,-1.427782918,-1.04019093,0.229327274,-0.435467928,-1.334193541,NA,
1434,3582501,3592501,3587501,0.18828733,-0.075650546,-0.39880118,2.098580241,-0.786248461,-0.870209446,0.154178732,-0.899163343,-0.916021779,-0.148446287,-0.039271955,-1.253625244,NA,
1435,3585001,3595001,3590001,-0.018828733,-0.447229335,0.052395942,1.736921602,-0.772254288,-0.943598766,0.241874587,-0.55681626,-0.507555214,-0.629028498,0.225125038,-1.093805759,NA,
1436,3587501,3597501,3592501,0.26164772,-0.095602239,0.092137135,1.86620625,-0.735183682,-0.915412937,0.215868892,-0.798936268,-0.720458009,-0.372159963,-0.101441944,-1.087221841,NA,
1437,3590001,3600001,3595001,-0.029936111,-0.108043245,0.001987231,1.804368114,-0.456705481,-0.602243206,0.369823065,-1.083297883,-0.901510673,-0.443905165,0.184649101,-1.192840716,NA,
1438,3592501,3602501,3597501,-0.184379963,0.054320045,0.138112548,1.65796326,-0.299897884,-0.303217301,0.396749211,-1.337904223,-1.054640144,-0.313036489,0.222066843,-1.193744919,NA,
1439,3595001,3605001,3600001,-0.173901244,0.110673522,0.091315958,1.921487513,-0.398680321,-0.293683642,0.247780282,-1.208162971,-1.064393502,-0.282776547,0.210366469,-1.207242944,NA,
1440,3597501,3607501,3602501,-0.523881935,0.09069003,0.393728538,1.85328432,-0.294980982,-0.243378262,0.102755768,-1.214715852,-1.020681304,-0.400419085,-0.13979425,-1.24385307,NA,
1441,3600001,3610001,3605001,-0.43306086,0.10798792,0.393728538,1.84219038,-0.366349455,-0.104240957,0.075741884,-1.173365132,-0.996619225,-0.152789536,-0.599624614,-1.182300889,NA,
1442,3602501,3612501,3607501,-0.389207848,0.06610303,-0.131582596,1.876046812,-0.3376853,-0.128757719,0.167474789,-1.192714458,-1.052758002,-0.017890411,-0.98808261,-1.256390101,NA,
1443,3605001,3615001,3610001,-0.314458488,0.095248817,-0.182956323,1.871925318,-0.131838734,0.041632859,0.19986264,-1.454469038,-1.116371687,0.004722271,-1.526498415,-1.272877543,NA,
1444,3607501,3617501,3612501,0.184317177,-0.092134364,-0.361013615,1.974763257,-0.21520907,-0.068472635,0.366989145,-1.32932596,-1.17845126,0.012402368,-1.218148656,-1.218017731,NA,
1445,3610001,3620001,3615001,0.309026973,-0.16919022,-0.390451125,1.950436599,-0.428390748,-0.18041379,0.400720454,-1.038811532,-1.171129358,-0.160856741,-1.11752087,-1.148115169,NA,
1446,3612501,3622501,3617501,0.371860474,0.043448874,-0.295720515,1.848113217,-0.678125778,-0.372882623,0.169893046,-0.925751431,-1.011293099,-0.41754619,-0.931923239,-0.99017339,NA,
1447,3615001,3625001,3620001,0.371860474,-0.372783643,-0.712498918,1.658306953,-0.649526773,-0.379700889,0.283309286,-0.774709214,-0.916596816,-0.298781625,-0.707023072,-1.080685749,NA,
1448,3617501,3627501,3622501,0.309026973,-0.159213605,-0.109583558,1.69954563,-0.723535304,-0.329345991,0.188495954,-0.813440379,-0.844425626,-0.25163452,-1.445112582,-0.921693321,NA,
1449,3620001,3630001,3625001,-0.181140729,-0.004973233,-0.008959192,1.653257188,-0.297320936,-0.106451893,-0.030900766,-1.259388231,-0.93068943,-0.223985231,-0.985346411,-1.028519959,NA,
1450,3622501,3632501,3627501,0.085429653,-0.095469118,0.195656562,1.809736554,-0.003235713,0.097207049,0.002062773,-1.45244456,-1.199163546,-0.085249059,-0.925141197,-1.222384739,NA,
1451,3625001,3635001,3630001,0.285412306,0.438553465,0.476384377,2.071293606,0.129032996,0.154361218,-0.085152451,-1.444508755,-1.332188932,-0.066277401,-0.917150241,-1.127835157,NA,
1452,3627501,3637501,3632501,0.26164772,0.506407454,0.079198187,1.957214304,0.264870488,0.228503465,-0.163676774,-1.559635295,-1.393197541,-0.024389145,-0.820275846,-1.21401665,NA,
1453,3630001,3640001,3635001,1.064426239,0.597264286,0.17299406,1.983223219,0.390510162,0.314503941,-0.040060255,-1.490065348,-1.275992734,-0.229962007,-0.831563092,-1.139533029,NA,
1454,3632501,3642501,3637501,1.893056448,1.581583051,-0.179513192,1.758325637,0.21161596,0.499341322,-0.034028044,-1.278998688,-1.192447422,-0.181411175,-0.827580471,-0.747499456,NA,
1455,3635001,3645001,3640001,-0.780122994,1.407539485,-0.15297358,1.443297259,-0.244075137,0.469457055,0.142160157,-1.430840239,-1.151269613,0.04541377,-1.176172398,-0.757242981,NA,
1456,3637501,3647501,3642501,-0.446372294,1.244860663,0.183487654,1.706676661,-0.249472375,0.348869426,0.078508185,-1.430067087,-1.145508511,-0.030802863,-1.245079661,-0.824559766,NA,
1457,3640001,3650001,3645001,-0.583652026,0.460662386,0.128920917,1.829709622,-0.644106094,0.114691518,0.130691741,-1.364055055,-1.476333235,0.165167405,-1.391662213,-0.851535723,NA,
1458,3642501,3652501,3647501,-0.402534954,-0.183234007,0.40080374,1.74088372,-0.681241242,-0.023582517,0.361733514,-1.382981272,-1.420696814,-0.024362735,-1.535754905,-1.202160145,NA,
1459,3645001,3655001,3650001,0.242050682,-0.13162155,0.841933131,1.906858584,-0.641709308,-0.120912706,0.403461857,-1.230640063,-1.348970096,-0.217638183,-1.558912639,-1.28604079,NA,
1460,3647501,3657501,3652501,0.318385392,-0.301231157,1.003439132,1.102049577,-0.685327276,-0.171370365,0.745760231,-1.149960133,-1.431804648,-0.210618001,-1.728109036,-1.429297675,NA,
1461,3650001,3660001,3655001,0.700382431,0.040962408,0.973529814,0.790315712,-0.755666821,-0.177715886,0.689763543,-1.076153291,-1.068189771,-0.361845126,-1.639140332,-1.407162654,NA,
1462,3652501,3662501,3657501,0.694822991,0.131961824,1.033704246,0.576847018,-0.882415955,-0.224848165,0.419400043,-1.102426259,-1.188649906,-0.417733525,-1.317802982,-0.276027501,NA,
1463,3655001,3665001,3660001,0.167655795,-0.252663047,1.386055858,0.610814907,-0.63884719,0.568685343,0.287062163,-1.410756573,-1.562900343,0.157247355,-1.911898814,-1.07396316,NA,
1464,3657501,3667501,3662501,-0.314458488,-0.124336956,0.537279873,1.540163373,-0.673752542,0.523853396,0.363411831,-1.40404828,-1.533950368,0.065108039,-1.869305877,-1.172480812,NA,
1465,3660001,3670001,3665001,-0.528065474,-0.232788152,0.48016335,2.275091887,-0.451507779,0.453397915,0.297815995,-1.491933379,-1.49374173,-0.025145927,-1.697272938,-1.281670173,NA,
1466,3662501,3672501,3667501,-0.070752309,-0.065458274,0.758299104,2.29842903,-0.33768646,0.421099771,0.34354858,-1.481195905,-1.439662374,0.064903266,-1.571457164,-1.383368577,NA,
1467,3665001,3675001,3670001,-0.173901244,0.248650132,0.561208521,2.285164878,-0.480210797,0.49970747,0.480181277,-1.574418964,-1.126370519,0.016015085,-1.52161343,-1.357852243,NA,
1468,3667501,3677501,3672501,-0.108610956,0.362893999,0.571987095,2.201954941,-0.373848536,0.492665464,0.569484941,-1.605357407,-1.11792019,0.013909499,-1.419001028,-1.387880255,NA,
1469,3670001,3680001,3675001,0.040729108,0.548241232,0.55526888,2.022785808,-0.258685136,0.575934666,0.588665034,-1.504343545,-1.0034805,0.15111631,-1.500446864,-1.217599646,NA,
1470,3672501,3682501,3677501,-0.3002002,0.487562967,0.295261362,2.123892456,-0.240352824,0.69094674,0.626161984,-1.519318394,-0.905418654,0.190361568,-1.583386349,-1.202323717,NA,
1471,3675001,3685001,3680001,-0.389207848,0.620643982,0.302707574,1.930393822,-0.152167467,0.45832878,0.349122357,-1.392491652,-1.20994256,0.07289745,-1.40471352,-0.920762037,NA,
1472,3677501,3687501,3682501,-0.389207848,-1.375021326,0.259536595,2.191934173,0.022943807,0.397713937,-0.009760313,-1.511968559,-1.15644899,0.174914818,-1.27138419,-1.29274648,NA,
1473,3680001,3690001,3685001,-0.314458488,-1.079536577,-0.429097373,1.952297478,-0.087178105,0.096452784,-0.110899133,-1.609895107,-1.229920975,0.213343272,-1.420885122,-1.513155397,NA,
1474,3682501,3692501,3687501,-0.446372294,-0.574692258,-0.884069593,1.852882289,-0.1193913,0.044704579,-0.161697428,-1.603697258,-1.236536292,0.079615389,-1.459937605,-1.501365303,NA,
1475,3685001,3695001,3690001,-0.402534954,-0.490092252,-0.886222878,1.927342128,-0.211980614,-0.162324773,-0.148966708,-1.576261683,-1.274040448,0.007136795,-1.514035593,-1.483634929,NA,
1476,3687501,3697501,3692501,-0.523881935,0.279968583,-0.704200102,1.707414287,-0.422549171,-0.39397716,-0.115002784,-1.439825656,-1.243055248,-0.075564813,-1.615912597,-1.430301191,NA,
1477,3690001,3700001,3695001,-0.688530543,0.142466527,-0.433812344,1.939618119,-0.38587873,-0.471845548,-0.053583705,-1.416391643,-1.345295199,-0.096701884,-1.508896653,-1.374739983,NA,
1478,3692501,3702501,3697501,-0.556094276,0.13966993,-0.369923689,1.89180489,-0.52336007,-0.511770582,0.148878506,-1.406574273,-1.403964527,-0.077967987,-1.413628479,-1.37985577,NA,
1479,3695001,3705001,3700001,-0.664756613,-0.080076846,-0.465394795,1.718549556,-0.320422868,-0.182446595,0.337531024,-1.263793537,-1.431064226,0.026072477,-1.191531925,-1.230608763,NA,
1480,3697501,3707501,3702501,-0.49083499,-0.256520471,-0.482034497,1.68242817,-0.139314903,-0.121630302,0.263113611,-1.311428483,-1.56974218,0.126992868,-0.730550904,-1.188668706,NA,
1481,3700001,3710001,3705001,-0.479334271,-0.265762899,-0.53900224,1.501549717,-0.03131483,0.007127067,0.401803823,-1.190888883,-1.426882167,-0.017767724,-0.756079738,-1.226256823,NA,
1482,3702501,3712501,3707501,-0.556631147,-0.302298486,-0.60146689,1.485617982,0.114845026,-0.036542769,0.297465866,-1.242010358,-1.376554449,0.151166392,-0.709065895,-1.148472039,NA,
1483,3705001,3715001,3710001,-0.483655878,-0.203226541,-0.158889767,1.474618376,0.135463418,-0.104515977,0.310959061,-1.36423275,-1.32939982,0.106690817,-0.779732516,-1.237826627,NA,
1484,3707501,3717501,3712501,-0.402534954,-0.326146368,0.221180054,1.543336054,0.109857798,-0.105012954,0.559435189,-1.3361747,-1.289170884,0.007295658,-0.967832894,-1.244562398,NA,
1485,3710001,3720001,3715001,-0.402534954,-0.103826189,0.292691971,1.404661978,-0.113799754,-0.24062038,0.381324082,-1.234231572,-1.269487799,0.016225676,-1.065675971,-1.20159353,NA,
1486,3712501,3722501,3717501,-0.157767176,0.070211443,0.415655528,1.503972014,-0.164199929,-0.248895034,0.408711194,-1.036090119,-1.281076227,-0.070043719,-0.973803309,-1.331715062,NA,
1487,3715001,3725001,3720001,-0.108610956,0.300478271,0.663211022,1.665353818,-0.32748956,-0.333951345,0.40031316,-0.829016613,-1.250597223,0.023761495,-0.868142193,-1.162018076,NA,
1488,3717501,3727501,3722501,-0.359233327,0.41788983,0.358733807,1.779231376,-0.567198015,-0.381449907,0.276712433,-0.97668442,-1.254655954,0.144970062,-0.992231812,-1.282999386,NA,
1489,3720001,3730001,3725001,-0.3002002,0.502997022,0.346586273,2.078318864,-0.607839084,-0.42684154,0.552585192,-1.215833351,-1.281103103,-0.059689927,-1.041504581,-1.259678314,NA,
1490,3722501,3732501,3727501,-0.491512472,0.542650146,0.289714629,2.388998466,-0.642794388,-0.681219326,0.650165739,-1.413107619,-1.060931217,-0.500769214,-1.39538452,-1.104143517,NA,
1491,3725001,3735001,3730001,-0.446372294,-0.362500541,-0.398753122,2.190288779,-0.435692761,-0.752124294,0.607190795,-1.388439988,-1.035599083,-0.887484887,-1.097416955,-1.457201676,NA,
1492,3727501,3737501,3732501,0.038920785,-0.818042,0.57657874,1.9579532,-0.368149622,-0.815420816,0.56694078,-1.34578811,-0.904466693,-1.088078595,-0.724619161,-1.440983313,NA,
1493,3730001,3740001,3735001,-0.222343357,-0.718069638,0.57657874,1.679740571,-0.247477589,-0.532623849,0.320453875,-1.368806474,-0.977229231,-0.726869946,-0.774974041,-1.424708169,NA,
1494,3732501,3742501,3737501,-0.402534954,-0.715604809,0.462169324,1.268822915,-0.090894384,-0.061928709,0.278783331,-1.42544827,-1.247004326,-0.169114948,-0.875855741,-1.452244035,NA,
1495,3735001,3745001,3740001,-0.491512472,-0.55255124,0.615576017,1.000009687,-0.29544063,0.030939588,0.16679532,-1.651212806,-1.246423587,0.242924009,-1.339354881,-1.475935371,NA,
1496,3737501,3747501,3742501,0.085429653,-0.265315488,0.404073113,1.584971189,-0.242735698,0.269027533,-0.217740686,-1.688736998,-1.069795792,0.463854438,-2.009388109,-1.466846113,NA,
1497,3740001,3750001,3745001,0.299361106,-0.305585528,0.184462318,1.86900571,-0.135466107,0.354886801,-0.611799696,-1.674863265,-0.921973777,0.486165968,-2.012440618,-1.524052783,NA,
1498,3742501,3752501,3747501,0.464009714,1.30489793,-0.012500377,1.967897956,-0.831746084,0.843830963,-1.382152264,-1.128980668,-0.794917394,0.594674021,-2.06008448,-1.336981166,NA,
1499,3745001,3755001,3750001,0.339409236,-0.353188025,0.312778162,2.026928758,-1.635394041,NA,-1.549103477,NA,-0.757782246,NA,NA,NA,NA,
1500,3747501,3757501,3752501,-0.326845134,-0.443627648,0.149079133,1.692276595,-1.583616396,NA,-1.548347269,NA,-0.740298946,NA,NA,NA,NA,
1501,3750001,3760001,3755001,-0.528065474,-0.676492914,1.386055858,1.477109825,-1.391496926,0.33297788,-1.434216599,-1.651122769,-0.694213494,1.032300529,-1.687420255,-1.408327249,NA,
1502,3752501,3762501,3757501,-0.27913557,-0.912287034,0.312778162,1.537035612,-0.853323994,0.103767777,-0.701649227,-1.261652292,-0.84122543,0.45774116,-1.06055159,-1.369174463,NA,
1503,3755001,3765001,3760001,-0.129702736,-0.94950238,-0.064816612,1.510255213,-0.701595331,-0.125782323,-0.32504428,-1.164959381,-1.035338783,0.422827937,-1.035861467,-1.134204051,NA,
1504,3757501,3767501,3762501,0.395403394,-0.890672243,-0.381217396,1.774190222,-0.495655865,-0.196815756,-0.118795333,-1.155929667,-1.274834441,0.319689052,-0.817451917,-1.225998208,NA,
1505,3760001,3770001,3765001,0.118755262,-0.730744839,-0.303699767,1.819695206,-0.351389017,-0.213005635,0.164438227,-1.248655961,-1.40467976,0.261327977,-0.70795456,-1.273167183,NA,
1506,3762501,3772501,3767501,0.296730848,-0.268939381,-0.270263403,1.806084201,-0.409958645,-0.191751082,0.06994211,-1.231715005,-1.224715624,0.243328361,-0.519804324,-1.219320934,NA,
1507,3765001,3775001,3770001,0.307853055,-0.245132754,-0.270263403,1.667503562,-0.391996962,-0.131626344,0.157491026,-1.300706975,-1.098463784,0.264736744,-0.655141588,-1.324094821,NA,
1508,3767501,3777501,3772501,0.099372139,-0.233589911,0.11806404,1.484237422,-0.517046697,-0.077321416,0.166287865,-1.19007233,-0.971360216,0.40384017,-0.878349475,-1.223273133,NA,
1509,3770001,3780001,3775001,0.707523094,-0.068287138,-0.084460651,1.45382576,-0.517852144,-0.031360519,0.112279278,-1.078884332,-0.938803276,0.403525913,-0.869602993,-1.134796285,NA,
1510,3772501,3782501,3777501,0.389100875,0.14376168,0.009114172,1.499533828,-0.417586963,-0.088230164,0.012017584,-1.23765383,-1.088465333,0.300107337,-1.170257876,-1.25047819,NA,
1511,3775001,3785001,3780001,0.522232002,0.220676099,0.184462318,1.582279472,-0.399511894,-0.105015715,0.141352153,-1.360145282,-1.096830381,0.289222462,-1.097037467,-1.255685358,NA,
1512,3777501,3787501,3782501,0.860146826,0.298802521,0.04994649,1.481226664,-0.269518314,-0.078571682,0.519598959,-1.64022086,-1.036238543,0.295595289,-1.112403496,-1.357162518,NA,
1513,3780001,3790001,3785001,0.309026973,0.122880922,0.956066992,1.439069387,-0.253572678,-0.102716631,0.592075359,-1.698833112,-1.075348047,0.24970632,-1.491963221,-1.453843378,NA,
1514,3782501,3792501,3787501,0.108085614,-0.049502181,0.386471199,1.093112312,-0.183410607,-0.086337245,0.794912673,-1.673197833,-1.010463047,0.32022738,-1.760039433,-1.426496485,NA,
1515,3785001,3795001,3790001,0.142706153,0.86095917,0.145392974,1.032773191,-0.36955353,-0.271266388,0.458468312,-1.698610684,-1.229496595,0.134224076,-1.252338714,-1.443304026,NA,
1516,3787501,3797501,3792501,0.190069172,0.492835605,-0.100331575,1.219558815,-0.491532752,-0.223989891,0.253202369,-1.67083267,-1.408950182,0.034345807,-1.322803661,-1.379519874,NA,
1517,3790001,3800001,3795001,0.521025454,0.632374645,0.358733807,1.157197509,-0.482415717,-0.33645187,0.238317728,-1.504343545,-1.350978398,0.079353002,-0.979297787,-1.319629294,NA,
1518,3792501,3802501,3797501,0.334796085,0.500822103,0.455738288,1.460931873,-0.609240586,-0.452972434,0.195218585,-1.44701511,-1.456463667,0.063383434,-0.815148297,-1.329941063,NA,
1519,3795001,3805001,3800001,0.470196309,-0.366590597,0.591727407,1.501490257,-0.641944894,-0.490410133,0.204195407,-1.37464641,-1.3827455,-0.030473852,-0.972313554,-1.355211379,NA,
1520,3797501,3807501,3802501,0.420441595,-0.128298575,0.901939054,0.738496405,-1.06821381,-0.636604743,0.112903547,-1.374561155,-1.504419011,-0.177559304,-0.77861393,-1.395874485,NA,
1521,3800001,3810001,3805001,0.224579937,-0.111499142,-0.06041665,0.649623498,-1.15265674,-0.703788243,-0.04276151,-1.38347243,-1.54411369,-0.201800532,-0.719310102,-1.432749896,NA,
1522,3802501,3812501,3807501,0.59486409,-0.04698164,0.310634244,0.809201824,-1.097599651,-0.617149782,-0.163948773,-1.223191325,-1.586835521,-0.333304957,-0.805929082,-1.429875369,NA,
1523,3805001,3815001,3810001,0.555292741,-0.032612287,-0.063396968,0.897733428,-0.787032609,-0.378796411,-0.036379571,-1.209465162,-1.491715206,-0.117728487,-0.933437787,-1.402961656,NA,
1524,3807501,3817501,3812501,0.372645523,-0.09170677,-0.037703287,1.678581754,-0.32379092,-0.207873722,0.093392173,-1.118845415,-1.434650674,-0.036146428,-1.172851921,-1.346010069,NA,
1525,3810001,3820001,3815001,0.18828733,-0.119061513,0.26690871,2.049619793,-0.350837038,-0.058541104,0.252590482,-1.148062586,-1.364105258,-0.051340679,-1.229699062,-1.118943247,NA,
1526,3812501,3822501,3817501,-0.070038243,-0.138617641,0.02357684,1.881142428,-0.305849401,0.149278528,0.470498968,-1.413979789,-1.248978999,0.315557877,-1.411896056,-1.077449508,NA,
1527,3815001,3825001,3820001,-0.528065474,-0.097823127,0.081135334,1.785640443,-0.446650379,0.079130459,0.470877299,-1.439431417,-1.40925548,0.32713011,-1.53665927,-1.118233963,NA,
1528,3817501,3827501,3822501,-0.367491087,-0.13060465,0.200366653,1.876044357,-0.563760318,0.166503619,0.488199829,-1.520309504,-1.330904795,0.435045168,-1.418183428,-1.245744881,NA,
1529,3820001,3830001,3825001,-0.605279437,-0.139234797,-0.576622119,1.639576967,-0.715626471,0.255419992,0.449404508,-1.216888994,-1.306271551,0.273781005,-1.513230856,-1.480067726,NA,
1530,3822501,3832501,3827501,-0.225944796,-0.124448354,-1.108444523,1.905836554,-0.751316181,0.079061027,0.185134896,-1.068206442,-1.294511155,-0.025761521,-1.073367274,-1.501200224,NA,
1531,3825001,3835001,3830001,-0.037264552,-0.183371047,-1.062335745,1.808630356,-0.591002827,0.041182419,0.02426729,-1.103733334,-1.308463803,0.012962629,-0.472189528,-1.404289279,NA,
1532,3827501,3837501,3832501,0.118755262,-0.109282859,-1.311202509,1.615033507,-0.40677669,0.063341951,0.011041069,-1.055246192,-1.185598637,-0.013059235,0.125163034,-1.39704359,NA,
1533,3830001,3840001,3835001,0.191439256,-0.07427786,-1.288301461,1.380155212,-0.617579556,-0.138932001,-0.221229933,-1.220110688,-1.24618152,0.198645786,0.694875399,-1.39704359,NA,
1534,3832501,3842501,3837501,0.074309358,-0.021659251,-0.350840548,1.764512685,-0.908102359,-0.393469959,-0.104200674,-1.392414064,-1.264662749,0.38366139,0.94372975,-1.351909168,NA,
1535,3835001,3845001,3840001,0.134712498,-0.12715332,0.381526376,1.999289578,-1.182548168,-0.494877019,-0.051271861,-1.319587164,-1.094152558,0.101504531,0.383047066,-1.393793283,NA,
1536,3837501,3847501,3842501,-0.27913557,-0.367563927,0.16729332,2.009163397,-1.324620886,-0.675812377,-0.16576154,-1.38545734,-1.140398002,0.098862706,-0.554293797,-1.386105923,NA,
1537,3840001,3850001,3845001,-0.402534954,-0.443783769,0.278970251,2.24864345,-0.809378661,-0.468215962,0.069651613,-1.286564474,-1.116737127,0.229308038,-1.113386701,-1.357930656,NA,
1538,3842501,3852501,3847501,-0.402534954,-0.443783769,0.358733807,2.068094895,-0.791740579,-0.341334989,-0.306774306,-1.220311117,-1.141219243,0.170914164,-1.051148182,-1.411912403,NA,
1539,3845001,3855001,3850001,-0.116744522,-0.236791168,0.039542187,1.930667366,-0.663948861,-0.301140099,-0.225343913,-1.357046296,-1.210190083,0.315233066,-1.205324668,-1.398589293,NA,
1540,3847501,3857501,3852501,-0.071191377,0.141014773,0.29554512,1.886077374,-0.553630637,-0.259076155,-0.342295556,-1.332908385,-1.269182769,0.406658047,-0.863510136,-1.364341875,NA,
1541,3850001,3860001,3855001,0.040253495,0.095400281,0.144732083,1.953182801,-0.745423118,-0.303259233,-0.227711731,-1.402741374,-1.234986806,0.294084309,-0.716294255,-1.354617711,NA,
1542,3852501,3862501,3857501,-0.116744522,-0.052968668,0.109005496,1.601275921,-0.51227559,-0.285659639,0.071522672,-1.211488703,-1.241306527,0.148083147,-0.291291865,-1.291980954,NA,
1543,3855001,3865001,3860001,-0.58381132,-0.065334417,-0.037703287,1.645347176,-0.485819926,-0.160270764,0.100320048,-1.207036757,-1.181457834,-0.042527692,-0.103774127,-1.24804055,NA,
1544,3857501,3867501,3862501,-0.720448011,0.0739541,-0.500093754,1.66306552,-0.590004535,0.059707903,0.25257115,-1.232821294,-1.289132433,-0.123236194,-0.196976786,-1.263210601,NA,
1545,3860001,3870001,3865001,-0.738072112,-0.014373928,-0.066579493,1.850263409,-0.396561853,0.030063504,0.262867944,-1.323293191,-1.395337904,0.100941947,-0.683938892,-1.272155561,NA,
1546,3862501,3872501,3867501,-0.447444875,0.207841024,-0.106301064,1.949180926,-0.362849645,0.220933463,0.338476202,-1.447859267,-1.351979741,0.405722551,-1.355524277,-1.269795245,NA,
1547,3865001,3875001,3870001,-0.335018699,0.153253048,0.020586507,1.993101574,-0.324439012,0.246775516,0.313127789,-1.473954669,-1.390109418,0.537802459,-1.107549993,-1.363043587,NA,
